,season,yr,mnth,hr,weekday,workingday,weathersit,casual,registered,cnt,temp,atemp,hum,windspeed
6454,4.0,0.0,10.0,12.0,6.0,0.0,2.0,17.0,130.0,158.0,-0.5037323995217946,-0.3880264847247144,1.0018663910185515,0.636427737727016
6455,4.0,0.0,10.0,13.0,6.0,0.0,2.0,17.0,98.0,125.0,-0.5037323995217946,-0.3880264847247144,1.0018663910185515,1.310021276401392
6456,4.0,0.0,10.0,14.0,6.0,0.0,2.0,17.0,147.0,180.0,-0.39986209970109243,-0.3001562678081803,0.42785071685497417,1.578737306555293
6457,4.0,0.0,10.0,15.0,6.0,0.0,2.0,17.0,154.0,195.0,-0.39986209970109243,-0.3001562678081803,0.42785071685497417,0.906045499525729
6458,4.0,0.0,10.0,16.0,6.0,0.0,2.0,17.0,165.0,223.0,-0.5037323995217946,-0.3880264847247144,0.6887669323838732,1.040403514602679
6459,4.0,0.0,10.0,17.0,6.0,0.0,3.0,17.0,170.0,228.0,-0.5037323995217946,-0.3880264847247144,0.6887669323838732,0.09809394577440259
6460,4.0,0.0,10.0,18.0,6.0,0.0,3.0,17.0,117.0,140.0,-0.607602699342497,-0.4764786236075834,1.2627826065474503,0.3677117075731151
6461,4.0,0.0,10.0,19.0,6.0,0.0,2.0,17.0,99.0,126.0,-0.607602699342497,-0.4764786236075834,1.0018663910185515,0.09809394577440259
6462,4.0,0.0,10.0,20.0,6.0,0.0,3.0,8.0,58.0,66.0,-0.7114729991631994,-0.6528009794069862,1.2627826065474503,-0.708955876332112
6463,4.0,0.0,10.0,21.0,6.0,0.0,3.0,3.0,53.0,56.0,-0.7114729991631994,-0.6528009794069862,1.2627826065474503,-0.708955876332112
6464,4.0,0.0,10.0,22.0,6.0,0.0,2.0,12.0,58.0,70.0,-0.7114729991631994,-0.7406711963235203,1.5758820651821293,0.3677117075731151
6465,4.0,0.0,10.0,23.0,6.0,0.0,3.0,8.0,57.0,65.0,-0.7114729991631994,-0.7406711963235203,1.5758820651821293,0.3677117075731151
6466,4.0,0.0,10.0,0.0,0.0,0.0,3.0,4.0,43.0,47.0,-0.7114729991631994,-0.829123335206389,1.5758820651821293,1.040403514602679
6467,4.0,0.0,10.0,1.0,0.0,0.0,3.0,1.0,23.0,24.0,-0.8153432989839016,-0.9169935521229231,1.2627826065474503,0.636427737727016
6468,4.0,0.0,10.0,2.0,0.0,0.0,3.0,3.0,27.0,30.0,-0.8153432989839016,-1.0054456910057918,1.2627826065474503,1.040403514602679
6469,4.0,0.0,10.0,3.0,0.0,0.0,3.0,4.0,5.0,9.0,-0.8153432989839016,-0.9169935521229231,1.2627826065474503,0.906045499525729
6470,4.0,0.0,10.0,4.0,0.0,0.0,2.0,4.0,3.0,7.0,-0.8153432989839016,-0.9169935521229231,1.2627826065474503,0.636427737727016
6471,4.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,7.0,7.0,-0.919213598804604,-1.0054456910057918,1.2627826065474503,0.906045499525729
6472,4.0,0.0,10.0,6.0,0.0,0.0,1.0,2.0,13.0,15.0,-0.919213598804604,-0.9169935521229231,0.9496831479127722,-0.17062208437949827
6473,4.0,0.0,10.0,7.0,0.0,0.0,1.0,5.0,24.0,29.0,-0.8153432989839016,-0.829123335206389,0.6887669323838732,0.09809394577440259
6474,4.0,0.0,10.0,8.0,0.0,0.0,2.0,14.0,50.0,64.0,-0.8153432989839016,-0.829123335206389,0.6887669323838732,0.09809394577440259
6475,4.0,0.0,10.0,9.0,0.0,0.0,1.0,17.0,96.0,115.0,-0.7114729991631994,-0.829123335206389,0.6887669323838732,1.578737306555293
6476,4.0,0.0,10.0,10.0,0.0,0.0,2.0,17.0,188.0,248.0,-0.7114729991631994,-0.829123335206389,0.42785071685497417,0.906045499525729
6477,4.0,0.0,10.0,11.0,0.0,0.0,2.0,17.0,218.0,292.0,-0.607602699342497,-0.4764786236075834,0.1669345013260757,0.636427737727016
6478,4.0,0.0,10.0,12.0,0.0,0.0,2.0,17.0,243.0,321.0,-0.5037323995217946,-0.3880264847247144,-0.0417984710970435,0.09809394577440259
6479,4.0,0.0,10.0,13.0,0.0,0.0,3.0,17.0,224.0,308.0,-0.5037323995217946,-0.3880264847247144,-0.0417984710970435,0.3677117075731151
6480,4.0,0.0,10.0,14.0,0.0,0.0,3.0,17.0,195.0,256.0,-0.7114729991631994,-0.7406711963235203,0.9496831479127722,-0.17062208437949827
6481,4.0,0.0,10.0,15.0,0.0,0.0,3.0,17.0,144.0,173.0,-0.7114729991631994,-0.829123335206389,0.9496831479127722,0.636427737727016
6482,4.0,0.0,10.0,16.0,0.0,0.0,3.0,17.0,162.0,206.0,-0.7114729991631994,-0.7406711963235203,1.2627826065474503,0.09809394577440259
6483,4.0,0.0,10.0,17.0,0.0,0.0,3.0,17.0,135.0,167.0,-0.7114729991631994,-0.7406711963235203,1.2627826065474503,-0.17062208437949827
6484,4.0,0.0,10.0,18.0,0.0,0.0,2.0,16.0,158.0,174.0,-0.7114729991631994,-0.7406711963235203,0.9496831479127722,0.09809394577440259
6485,4.0,0.0,10.0,19.0,0.0,0.0,2.0,17.0,128.0,162.0,-0.607602699342497,-0.4764786236075834,0.6887669323838732,-0.17062208437949827
6486,4.0,0.0,10.0,20.0,0.0,0.0,2.0,16.0,71.0,87.0,-0.7114729991631994,-0.829123335206389,0.6887669323838732,0.636427737727016
6487,4.0,0.0,10.0,21.0,0.0,0.0,1.0,17.0,71.0,88.0,-0.7114729991631994,-0.7406711963235203,0.42785071685497417,0.3677117075731151
6488,4.0,0.0,10.0,22.0,0.0,0.0,3.0,9.0,55.0,64.0,-0.7114729991631994,-0.6528009794069862,0.9496831479127722,-0.8433138914090624
6489,4.0,0.0,10.0,23.0,0.0,0.0,1.0,6.0,19.0,25.0,-0.7114729991631994,-0.6528009794069862,0.9496831479127722,-0.8433138914090624
6490,4.0,0.0,10.0,0.0,1.0,1.0,1.0,3.0,13.0,16.0,-0.8153432989839016,-0.7406711963235203,1.2627826065474503,-0.708955876332112
6491,4.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,-0.7114729991631994,-0.6528009794069862,0.9496831479127722,-0.8433138914090624
6492,4.0,0.0,10.0,2.0,1.0,1.0,1.0,0.0,4.0,4.0,-0.7114729991631994,-0.6528009794069862,0.6887669323838732,-0.708955876332112
6493,4.0,0.0,10.0,3.0,1.0,1.0,1.0,1.0,6.0,7.0,-0.7114729991631994,-0.5643488405241172,0.9496831479127722,-1.6512654451603888
6494,4.0,0.0,10.0,4.0,1.0,1.0,1.0,2.0,6.0,8.0,-0.8153432989839016,-0.7406711963235203,1.2627826065474503,-0.708955876332112
6495,4.0,0.0,10.0,5.0,1.0,1.0,2.0,4.0,17.0,21.0,-0.7114729991631994,-0.6528009794069862,0.6887669323838732,-0.708955876332112
6496,4.0,0.0,10.0,6.0,1.0,1.0,2.0,3.0,91.0,94.0,-0.7114729991631994,-0.5643488405241172,0.42785071685497417,-1.6512654451603888
6497,4.0,0.0,10.0,7.0,1.0,1.0,2.0,8.0,241.0,249.0,-0.7114729991631994,-0.7406711963235203,0.42785071685497417,-0.44023984617821105
6498,4.0,0.0,10.0,8.0,1.0,1.0,2.0,13.0,359.0,372.0,-0.7114729991631994,-0.6528009794069862,0.42785071685497417,-0.708955876332112
6499,4.0,0.0,10.0,9.0,1.0,1.0,2.0,12.0,141.0,153.0,-0.5037323995217946,-0.3880264847247144,0.1669345013260757,-0.8433138914090624
6500,4.0,0.0,10.0,10.0,1.0,1.0,2.0,17.0,82.0,101.0,-0.5037323995217946,-0.3880264847247144,0.1669345013260757,-0.708955876332112
6501,4.0,0.0,10.0,11.0,1.0,1.0,2.0,17.0,100.0,126.0,-0.5037323995217946,-0.3880264847247144,0.42785071685497417,0.3677117075731151
6502,4.0,0.0,10.0,12.0,1.0,1.0,2.0,17.0,118.0,147.0,-0.5037323995217946,-0.3880264847247144,0.42785071685497417,-0.44023984617821105
6503,4.0,0.0,10.0,13.0,1.0,1.0,3.0,16.0,102.0,118.0,-0.39986209970109243,-0.3001562678081803,0.2191177444318555,-0.17062208437949827
6504,4.0,0.0,10.0,14.0,1.0,1.0,3.0,17.0,94.0,120.0,-0.5037323995217946,-0.3880264847247144,0.6887669323838732,-1.6512654451603888
6505,4.0,0.0,10.0,15.0,1.0,1.0,3.0,17.0,79.0,101.0,-0.5037323995217946,-0.3880264847247144,0.6887669323838732,-1.6512654451603888
6506,4.0,0.0,10.0,16.0,1.0,1.0,2.0,16.0,202.0,218.0,-0.5037323995217946,-0.3880264847247144,0.6887669323838732,-0.708955876332112
6507,4.0,0.0,10.0,17.0,1.0,1.0,2.0,17.0,455.0,495.0,-0.5037323995217946,-0.3880264847247144,0.6887669323838732,-0.17062208437949827
6508,4.0,0.0,10.0,18.0,1.0,1.0,2.0,17.0,384.0,412.0,-0.5037323995217946,-0.3880264847247144,0.6887669323838732,-0.17062208437949827
6509,4.0,0.0,10.0,19.0,1.0,1.0,1.0,15.0,300.0,315.0,-0.5037323995217946,-0.3880264847247144,0.6887669323838732,-1.6512654451603888
6510,4.0,0.0,10.0,20.0,1.0,1.0,3.0,13.0,191.0,204.0,-0.5037323995217946,-0.3880264847247144,1.0018663910185515,-1.6512654451603888
6511,4.0,0.0,10.0,21.0,1.0,1.0,2.0,10.0,128.0,138.0,-0.5037323995217946,-0.3880264847247144,1.0018663910185515,-1.6512654451603888
6512,4.0,0.0,10.0,22.0,1.0,1.0,2.0,12.0,79.0,91.0,-0.5037323995217946,-0.3880264847247144,1.0018663910185515,-1.6512654451603888
6513,4.0,0.0,10.0,23.0,1.0,1.0,2.0,11.0,43.0,54.0,-0.5037323995217946,-0.3880264847247144,1.0018663910185515,-0.708955876332112
6514,4.0,0.0,10.0,0.0,2.0,1.0,2.0,5.0,22.0,27.0,-0.5037323995217946,-0.3880264847247144,1.2627826065474503,-0.8433138914090624
6515,4.0,0.0,10.0,1.0,2.0,1.0,2.0,1.0,8.0,9.0,-0.5037323995217946,-0.3880264847247144,1.2627826065474503,-0.708955876332112
6516,4.0,0.0,10.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,-0.5037323995217946,-0.3880264847247144,1.2627826065474503,-1.6512654451603888
6517,4.0,0.0,10.0,3.0,2.0,1.0,1.0,3.0,3.0,6.0,-0.5037323995217946,-0.3880264847247144,1.0018663910185515,-0.708955876332112
6518,4.0,0.0,10.0,4.0,2.0,1.0,1.0,3.0,4.0,7.0,-0.5037323995217946,-0.3880264847247144,1.0018663910185515,-0.8433138914090624
6519,4.0,0.0,10.0,5.0,2.0,1.0,1.0,2.0,25.0,27.0,-0.5037323995217946,-0.3880264847247144,1.0018663910185515,-0.44023984617821105
6520,4.0,0.0,10.0,6.0,2.0,1.0,1.0,3.0,109.0,112.0,-0.5037323995217946,-0.3880264847247144,1.0018663910185515,-0.708955876332112
6521,4.0,0.0,10.0,7.0,2.0,1.0,1.0,11.0,298.0,309.0,-0.39986209970109243,-0.3001562678081803,1.0018663910185515,0.906045499525729
6522,4.0,0.0,10.0,8.0,2.0,1.0,1.0,17.0,372.0,400.0,-0.29599179988039,-0.2117041289253116,0.7409501754896529,0.3677117075731151
6523,4.0,0.0,10.0,9.0,2.0,1.0,1.0,17.0,168.0,187.0,-0.19212150005968756,-0.12383391200877748,0.2191177444318555,0.636427737727016
6524,4.0,0.0,10.0,10.0,2.0,1.0,1.0,17.0,107.0,126.0,-0.08825120023898542,-0.03538177312590879,0.2191177444318555,0.906045499525729
6525,4.0,0.0,10.0,11.0,2.0,1.0,1.0,17.0,102.0,124.0,0.22335969922312188,0.2293927215563627,0.06256801511451611,0.906045499525729
6526,4.0,0.0,10.0,12.0,2.0,1.0,1.0,17.0,160.0,199.0,0.3272299990438243,0.3172629384728968,-0.35489792973172174,1.040403514602679
6527,4.0,0.0,10.0,13.0,2.0,1.0,1.0,17.0,153.0,173.0,0.3272299990438243,0.3172629384728968,-0.35489792973172174,1.040403514602679
6528,4.0,0.0,10.0,14.0,2.0,1.0,1.0,17.0,156.0,183.0,0.43110029886452617,0.4057150773557655,-0.5114476590490612,0.636427737727016
6529,4.0,0.0,10.0,15.0,2.0,1.0,1.0,17.0,166.0,194.0,0.43110029886452617,0.4057150773557655,-0.35489792973172174,0.906045499525729
6530,4.0,0.0,10.0,16.0,2.0,1.0,1.0,17.0,273.0,309.0,0.43110029886452617,0.4057150773557655,-0.35489792973172174,1.310021276401392
6531,4.0,0.0,10.0,17.0,2.0,1.0,1.0,17.0,530.0,585.0,0.3272299990438243,0.3172629384728968,-0.1461649573086031,1.8483550683540055
6532,4.0,0.0,10.0,18.0,2.0,1.0,1.0,17.0,456.0,524.0,0.22335969922312188,0.2293927215563627,0.06256801511451611,0.906045499525729
6533,4.0,0.0,10.0,19.0,2.0,1.0,1.0,17.0,310.0,345.0,0.11948939940241946,0.14094058267349402,0.2713009875376353,0.3677117075731151
6534,4.0,0.0,10.0,20.0,2.0,1.0,1.0,17.0,236.0,261.0,0.11948939940241946,0.14094058267349402,0.2713009875376353,0.3677117075731151
6535,4.0,0.0,10.0,21.0,2.0,1.0,1.0,17.0,144.0,166.0,0.015619099581717021,0.05248844379062531,0.48003395996075393,-0.44023984617821105
6536,4.0,0.0,10.0,22.0,2.0,1.0,1.0,8.0,106.0,114.0,0.015619099581717021,0.05248844379062531,0.48003395996075393,-0.44023984617821105
6537,4.0,0.0,10.0,23.0,2.0,1.0,1.0,6.0,60.0,66.0,-0.08825120023898542,-0.03538177312590879,0.7409501754896529,-0.44023984617821105
6538,4.0,0.0,10.0,0.0,3.0,1.0,1.0,7.0,36.0,43.0,-0.08825120023898542,-0.03538177312590879,0.7409501754896529,-0.44023984617821105
6539,4.0,0.0,10.0,1.0,3.0,1.0,1.0,4.0,7.0,11.0,-0.08825120023898542,-0.03538177312590879,0.7409501754896529,-0.17062208437949827
6540,4.0,0.0,10.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,-0.19212150005968756,-0.12383391200877748,1.0018663910185515,-0.17062208437949827
6541,4.0,0.0,10.0,3.0,3.0,1.0,1.0,1.0,5.0,6.0,-0.19212150005968756,-0.12383391200877748,1.0018663910185515,-0.708955876332112
6542,4.0,0.0,10.0,4.0,3.0,1.0,1.0,1.0,4.0,5.0,-0.29599179988039,-0.2117041289253116,1.3149658496532302,-1.6512654451603888
6543,4.0,0.0,10.0,5.0,3.0,1.0,1.0,3.0,29.0,32.0,-0.29599179988039,-0.2117041289253116,1.0018663910185515,-0.44023984617821105
6544,4.0,0.0,10.0,6.0,3.0,1.0,1.0,5.0,112.0,117.0,-0.29599179988039,-0.2117041289253116,1.0018663910185515,-0.708955876332112
6545,4.0,0.0,10.0,7.0,3.0,1.0,1.0,9.0,292.0,301.0,-0.19212150005968756,-0.12383391200877748,0.7409501754896529,-0.708955876332112
6546,4.0,0.0,10.0,8.0,3.0,1.0,1.0,17.0,441.0,467.0,0.11948939940241946,0.14094058267349402,0.0103847720087363,-1.6512654451603888
6547,4.0,0.0,10.0,9.0,3.0,1.0,1.0,17.0,187.0,219.0,0.22335969922312188,0.2293927215563627,-0.1461649573086031,1.040403514602679
6548,4.0,0.0,10.0,10.0,3.0,1.0,1.0,17.0,103.0,133.0,0.3272299990438243,0.3172629384728968,-0.35489792973172174,1.8483550683540055
6549,4.0,0.0,10.0,11.0,3.0,1.0,1.0,17.0,138.0,170.0,0.5349705986852286,0.8462300058711052,-0.8767303607895195,0.906045499525729
6550,4.0,0.0,10.0,12.0,3.0,1.0,1.0,17.0,180.0,214.0,0.6388408985059311,0.8462300058711052,-1.0332800901068588,1.310021276401392
6551,4.0,0.0,10.0,13.0,3.0,1.0,1.0,17.0,189.0,219.0,0.7427111983266335,0.8462300058711052,-1.1376465763184185,0.3677117075731151
6552,4.0,0.0,10.0,14.0,3.0,1.0,1.0,17.0,156.0,190.0,0.7427111983266335,0.8462300058711052,-1.1376465763184185,0.906045499525729
6553,4.0,0.0,10.0,15.0,3.0,1.0,1.0,17.0,147.0,182.0,0.7427111983266335,0.8462300058711052,-0.82454711768374,0.906045499525729
6554,4.0,0.0,10.0,16.0,3.0,1.0,1.0,17.0,245.0,282.0,0.7427111983266335,0.8462300058711052,-0.82454711768374,1.310021276401392
6555,4.0,0.0,10.0,17.0,3.0,1.0,1.0,17.0,525.0,591.0,0.7427111983266335,0.8462300058711052,-0.82454711768374,0.636427737727016
6556,4.0,0.0,10.0,18.0,3.0,1.0,1.0,17.0,536.0,593.0,0.5349705986852286,0.8462300058711052,-0.5114476590490612,-0.17062208437949827
6557,4.0,0.0,10.0,19.0,3.0,1.0,1.0,17.0,334.0,374.0,0.43110029886452617,0.4057150773557655,-0.35489792973172174,-0.44023984617821105
6558,4.0,0.0,10.0,20.0,3.0,1.0,1.0,17.0,228.0,246.0,0.11948939940241946,0.14094058267349402,0.7409501754896529,-0.17062208437949827
6559,4.0,0.0,10.0,21.0,3.0,1.0,1.0,17.0,173.0,201.0,0.015619099581717021,0.05248844379062531,1.0018663910185515,-0.708955876332112
6560,4.0,0.0,10.0,22.0,3.0,1.0,1.0,17.0,134.0,154.0,0.11948939940241946,0.14094058267349402,0.48003395996075393,-1.6512654451603888
6561,4.0,0.0,10.0,23.0,3.0,1.0,1.0,9.0,64.0,73.0,0.015619099581717021,0.05248844379062531,0.7409501754896529,-0.708955876332112
6562,4.0,0.0,10.0,0.0,4.0,1.0,1.0,6.0,34.0,40.0,0.015619099581717021,0.05248844379062531,0.48003395996075393,0.09809394577440259
6563,4.0,0.0,10.0,1.0,4.0,1.0,1.0,5.0,17.0,22.0,-0.08825120023898542,-0.03538177312590879,0.0103847720087363,0.09809394577440259
6564,4.0,0.0,10.0,2.0,4.0,1.0,1.0,2.0,8.0,10.0,-0.19212150005968756,-0.12383391200877748,0.2191177444318555,0.09809394577440259
6565,4.0,0.0,10.0,3.0,4.0,1.0,1.0,1.0,4.0,5.0,-0.29599179988039,-0.2117041289253116,0.2191177444318555,0.3677117075731151
6566,4.0,0.0,10.0,4.0,4.0,1.0,1.0,0.0,5.0,5.0,-0.29599179988039,-0.2117041289253116,-0.0417984710970435,0.906045499525729
6567,4.0,0.0,10.0,5.0,4.0,1.0,1.0,0.0,24.0,24.0,-0.39986209970109243,-0.3001562678081803,-0.0417984710970435,0.09809394577440259
6568,4.0,0.0,10.0,6.0,4.0,1.0,1.0,4.0,110.0,114.0,-0.5037323995217946,-0.3880264847247144,0.1669345013260757,0.09809394577440259
6569,4.0,0.0,10.0,7.0,4.0,1.0,1.0,15.0,287.0,302.0,-0.39986209970109243,-0.3001562678081803,-0.0417984710970435,0.09809394577440259
6570,4.0,0.0,10.0,8.0,4.0,1.0,1.0,17.0,437.0,457.0,-0.29599179988039,-0.2117041289253116,-0.0417984710970435,-0.17062208437949827
6571,4.0,0.0,10.0,9.0,4.0,1.0,1.0,17.0,188.0,208.0,-0.19212150005968756,-0.12383391200877748,0.0103847720087363,0.09809394577440259
6572,4.0,0.0,10.0,10.0,4.0,1.0,1.0,17.0,105.0,129.0,0.11948939940241946,0.14094058267349402,-0.5636309021548409,-1.6512654451603888
6573,4.0,0.0,10.0,11.0,4.0,1.0,1.0,17.0,115.0,144.0,0.22335969922312188,0.2293927215563627,-0.7201806314721804,-1.6512654451603888
6574,4.0,0.0,10.0,12.0,4.0,1.0,1.0,17.0,180.0,226.0,0.3272299990438243,0.3172629384728968,-0.7201806314721804,-0.8433138914090624
6575,4.0,0.0,10.0,13.0,4.0,1.0,1.0,17.0,158.0,191.0,0.3272299990438243,0.3172629384728968,-0.8767303607895195,-0.8433138914090624
6576,4.0,0.0,10.0,14.0,4.0,1.0,1.0,17.0,139.0,195.0,0.43110029886452617,0.4057150773557655,-1.0332800901068588,-0.8433138914090624
6577,4.0,0.0,10.0,15.0,4.0,1.0,1.0,17.0,157.0,219.0,0.43110029886452617,0.4057150773557655,-0.8767303607895195,-0.44023984617821105
6578,4.0,0.0,10.0,16.0,4.0,1.0,1.0,17.0,272.0,323.0,0.43110029886452617,0.4057150773557655,-0.7201806314721804,0.09809394577440259
6579,4.0,0.0,10.0,17.0,4.0,1.0,1.0,17.0,505.0,568.0,0.3272299990438243,0.3172629384728968,-0.5636309021548409,-0.44023984617821105
6580,4.0,0.0,10.0,18.0,4.0,1.0,1.0,17.0,479.0,538.0,0.22335969922312188,0.2293927215563627,0.06256801511451611,-0.8433138914090624
6581,4.0,0.0,10.0,19.0,4.0,1.0,1.0,17.0,305.0,343.0,0.11948939940241946,0.14094058267349402,-0.19834820041438292,-0.708955876332112
6582,4.0,0.0,10.0,20.0,4.0,1.0,1.0,17.0,231.0,260.0,0.015619099581717021,0.05248844379062531,0.7409501754896529,-0.708955876332112
6583,4.0,0.0,10.0,21.0,4.0,1.0,1.0,17.0,161.0,195.0,-0.19212150005968756,-0.12383391200877748,1.3149658496532302,-0.8433138914090624
6584,4.0,0.0,10.0,22.0,4.0,1.0,1.0,17.0,124.0,148.0,-0.19212150005968756,-0.12383391200877748,1.0018663910185515,-1.6512654451603888
6585,4.0,0.0,10.0,23.0,4.0,1.0,1.0,17.0,81.0,99.0,-0.29599179988039,-0.2117041289253116,1.3149658496532302,-0.8433138914090624
6586,4.0,0.0,10.0,0.0,5.0,1.0,1.0,17.0,48.0,67.0,-0.29599179988039,-0.2117041289253116,1.3149658496532302,-1.6512654451603888
6587,4.0,0.0,10.0,1.0,5.0,1.0,1.0,3.0,25.0,28.0,-0.29599179988039,-0.2117041289253116,1.3149658496532302,-1.6512654451603888
6588,4.0,0.0,10.0,2.0,5.0,1.0,1.0,0.0,5.0,5.0,-0.39986209970109243,-0.3001562678081803,1.3149658496532302,-1.6512654451603888
6589,4.0,0.0,10.0,3.0,5.0,1.0,1.0,1.0,9.0,10.0,-0.5037323995217946,-0.3880264847247144,1.2627826065474503,-1.6512654451603888
6590,4.0,0.0,10.0,4.0,5.0,1.0,1.0,0.0,5.0,5.0,-0.5037323995217946,-0.3880264847247144,1.2627826065474503,-0.708955876332112
6591,4.0,0.0,10.0,5.0,5.0,1.0,1.0,3.0,24.0,27.0,-0.39986209970109243,-0.3001562678081803,1.0018663910185515,-1.6512654451603888
6592,4.0,0.0,10.0,6.0,5.0,1.0,1.0,3.0,84.0,87.0,-0.39986209970109243,-0.3001562678081803,1.3149658496532302,-1.6512654451603888
6593,4.0,0.0,10.0,7.0,5.0,1.0,1.0,5.0,237.0,242.0,-0.39986209970109243,-0.3001562678081803,1.6280653082879084,-1.6512654451603888
6594,4.0,0.0,10.0,8.0,5.0,1.0,1.0,17.0,386.0,417.0,-0.19212150005968756,-0.12383391200877748,1.0018663910185515,-1.6512654451603888
6595,4.0,0.0,10.0,9.0,5.0,1.0,1.0,17.0,207.0,241.0,-0.08825120023898542,-0.03538177312590879,0.7409501754896529,-1.6512654451603888
6596,4.0,0.0,10.0,10.0,5.0,1.0,1.0,17.0,126.0,174.0,0.11948939940241946,0.14094058267349402,0.2713009875376353,-0.8433138914090624
6597,4.0,0.0,10.0,11.0,5.0,1.0,1.0,17.0,150.0,230.0,0.3272299990438243,0.3172629384728968,0.0103847720087363,-1.6512654451603888
6598,4.0,0.0,10.0,12.0,5.0,1.0,1.0,17.0,174.0,235.0,0.5349705986852286,0.8462300058711052,-0.5114476590490612,-1.6512654451603888
6599,4.0,0.0,10.0,13.0,5.0,1.0,1.0,17.0,210.0,305.0,0.5349705986852286,0.8462300058711052,-0.8767303607895195,-1.6512654451603888
6600,4.0,0.0,10.0,14.0,5.0,1.0,1.0,17.0,179.0,256.0,0.6388408985059311,0.8462300058711052,-0.6679973883664005,-1.6512654451603888
6601,4.0,0.0,10.0,15.0,5.0,1.0,1.0,17.0,202.0,270.0,0.8465814981473359,0.8462300058711052,-1.1376465763184185,-1.6512654451603888
6602,4.0,0.0,10.0,16.0,5.0,1.0,1.0,17.0,346.0,419.0,0.7427111983266335,0.8462300058711052,-0.9810968470010791,-1.6512654451603888
6603,4.0,0.0,10.0,17.0,5.0,1.0,1.0,17.0,462.0,563.0,0.5349705986852286,0.8462300058711052,-0.35489792973172174,0.636427737727016
6604,4.0,0.0,10.0,18.0,5.0,1.0,1.0,17.0,371.0,465.0,0.3272299990438243,0.3172629384728968,-0.1461649573086031,-0.8433138914090624
6605,4.0,0.0,10.0,19.0,5.0,1.0,1.0,17.0,243.0,294.0,0.3272299990438243,0.3172629384728968,-0.5636309021548409,-1.6512654451603888
6606,4.0,0.0,10.0,20.0,5.0,1.0,1.0,17.0,167.0,197.0,0.22335969922312188,0.2293927215563627,-0.7201806314721804,-1.6512654451603888
6607,4.0,0.0,10.0,21.0,5.0,1.0,1.0,17.0,144.0,166.0,0.015619099581717021,0.05248844379062531,0.2713009875376353,-1.6512654451603888
6608,4.0,0.0,10.0,22.0,5.0,1.0,1.0,17.0,119.0,146.0,0.015619099581717021,0.05248844379062531,0.2713009875376353,-1.6512654451603888
6609,4.0,0.0,10.0,23.0,5.0,1.0,1.0,17.0,113.0,136.0,0.015619099581717021,0.05248844379062531,0.0103847720087363,-1.6512654451603888
6610,4.0,0.0,10.0,0.0,6.0,0.0,1.0,17.0,72.0,89.0,-0.08825120023898542,-0.03538177312590879,0.48003395996075393,-1.6512654451603888
6611,4.0,0.0,10.0,1.0,6.0,0.0,1.0,14.0,51.0,65.0,-0.19212150005968756,-0.12383391200877748,1.0018663910185515,-1.6512654451603888
6612,4.0,0.0,10.0,2.0,6.0,0.0,1.0,4.0,41.0,45.0,-0.19212150005968756,-0.12383391200877748,1.0018663910185515,-1.6512654451603888
6613,4.0,0.0,10.0,3.0,6.0,0.0,1.0,4.0,16.0,20.0,-0.29599179988039,-0.2117041289253116,1.3149658496532302,-1.6512654451603888
6614,4.0,0.0,10.0,4.0,6.0,0.0,1.0,3.0,7.0,10.0,-0.39986209970109243,-0.3001562678081803,1.6280653082879084,-0.44023984617821105
6615,4.0,0.0,10.0,5.0,6.0,0.0,1.0,1.0,7.0,8.0,-0.39986209970109243,-0.3001562678081803,1.3149658496532302,-0.708955876332112
6616,4.0,0.0,10.0,6.0,6.0,0.0,1.0,6.0,16.0,22.0,-0.39986209970109243,-0.3001562678081803,1.6280653082879084,-1.6512654451603888
6617,4.0,0.0,10.0,7.0,6.0,0.0,1.0,17.0,46.0,73.0,-0.39986209970109243,-0.3001562678081803,1.6280653082879084,-0.8433138914090624
6618,4.0,0.0,10.0,8.0,6.0,0.0,1.0,14.0,89.0,103.0,-0.19212150005968756,-0.12383391200877748,1.0018663910185515,-1.6512654451603888
6619,4.0,0.0,10.0,9.0,6.0,0.0,1.0,17.0,163.0,217.0,0.015619099581717021,0.05248844379062531,0.7409501754896529,-1.6512654451603888
6620,4.0,0.0,10.0,10.0,6.0,0.0,1.0,17.0,217.0,337.0,0.11948939940241946,0.14094058267349402,0.7409501754896529,-1.6512654451603888
6621,4.0,0.0,10.0,11.0,6.0,0.0,1.0,17.0,221.0,397.0,0.43110029886452617,0.4057150773557655,-0.35489792973172174,-1.6512654451603888
6622,4.0,0.0,10.0,12.0,6.0,0.0,1.0,17.0,255.0,446.0,0.6388408985059311,0.8462300058711052,-1.450746034953097,-1.6512654451603888
6623,4.0,0.0,10.0,13.0,6.0,0.0,1.0,17.0,229.0,485.0,0.6388408985059311,0.8462300058711052,-0.8767303607895195,-0.708955876332112
6624,4.0,0.0,10.0,14.0,6.0,0.0,1.0,17.0,214.0,465.0,0.6388408985059311,0.8462300058711052,-0.6679973883664005,-0.8433138914090624
6625,4.0,0.0,10.0,15.0,6.0,0.0,1.0,17.0,234.0,496.0,0.8465814981473359,0.8462300058711052,-1.242013062529978,-1.6512654451603888
